,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
9778,66452-1,"Stringer, Voltix Mission Pack ",2012,HERO Factory,Product Collection,Constraction,Collection,109,2,6,12,https://brickset.com/sets/66452-1,https://images.brickset.com/sets/small/66452-1.jpg,https://images.brickset.com/sets/images/66452-1.jpg
9779,79000-1,Riddles for the Ring,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,105,2,8,9,https://brickset.com/sets/79000-1,https://images.brickset.com/sets/small/79000-1.jpg,https://images.brickset.com/sets/images/79000-1.jpg
9780,79001-1,Escape from Mirkwood Spiders,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,298,4,8,29,https://brickset.com/sets/79001-1,https://images.brickset.com/sets/small/79001-1.jpg,https://images.brickset.com/sets/images/79001-1.jpg
9781,79002-1,Attack of the Wargs,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,400,5,8,49,https://brickset.com/sets/79002-1,https://images.brickset.com/sets/small/79002-1.jpg,https://images.brickset.com/sets/images/79002-1.jpg
9782,79003-1,An Unexpected Gathering,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,652,6,9,69,https://brickset.com/sets/79003-1,https://images.brickset.com/sets/small/79003-1.jpg,https://images.brickset.com/sets/images/79003-1.jpg
9783,79004-1,Barrel Escape,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,334,5,8,39,https://brickset.com/sets/79004-1,https://images.brickset.com/sets/small/79004-1.jpg,https://images.brickset.com/sets/images/79004-1.jpg
9784,79010-1,The Goblin King Battle,2012,The Hobbit,An Unexpected Journey,Licensed,Normal,841,8,9,99,https://brickset.com/sets/79010-1,https://images.brickset.com/sets/small/79010-1.jpg,https://images.brickset.com/sets/images/79010-1.jpg
9785,850353-4,Darth Vader,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850353-4,Not Available,Not Available
9786,850414-1,Zipper Pullers (Black),2012,Gear,Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850414-1,https://images.brickset.com/sets/small/850414-1.jpg,https://images.brickset.com/sets/images/850414-1.jpg
9787,850415-1,Zipper Pullers (Aqua),2012,Gear,Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850415-1,https://images.brickset.com/sets/small/850415-1.jpg,https://images.brickset.com/sets/images/850415-1.jpg
9788,850416-1,Pink Hippo Key Chain,2012,Gear,Key Chains/Animal,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850416-1,https://images.brickset.com/sets/small/850416-1.jpg,https://images.brickset.com/sets/images/850416-1.jpg
9789,850417-1,Monkey Key Chain,2012,Gear,Key Chains/Animal,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850417-1,https://images.brickset.com/sets/small/850417-1.jpg,https://images.brickset.com/sets/images/850417-1.jpg
9790,850421-1,Silicone Coasters,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/850421-1,https://images.brickset.com/sets/small/850421-1.jpg,https://images.brickset.com/sets/images/850421-1.jpg
9791,850423-1,Minifigure Presentation Boxes,2012,Miscellaneous,LEGO internal,Miscellaneous,Extended,89,1,6,9,https://brickset.com/sets/850423-1,https://images.brickset.com/sets/small/850423-1.jpg,https://images.brickset.com/sets/images/850423-1.jpg
9792,850424-1,LEGO mug,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850424-1,https://images.brickset.com/sets/small/850424-1.jpg,https://images.brickset.com/sets/images/850424-1.jpg
9793,850425-1,Desk Business Card Holder,2012,Miscellaneous,Accessories,Miscellaneous,Extended,150,2,8,14,https://brickset.com/sets/850425-1,https://images.brickset.com/sets/small/850425-1.jpg,https://images.brickset.com/sets/images/850425-1.jpg
9794,850426-1,Pencil Holder,2012,Miscellaneous,Accessories,Miscellaneous,Extended,157,1,8,14,https://brickset.com/sets/850426-1,https://images.brickset.com/sets/small/850426-1.jpg,https://images.brickset.com/sets/images/850426-1.jpg
9795,850432-1,Classic Magnet Set Collection,2012,Gear,Magnets/Bricks,Miscellaneous,Gear,64,14,6,9,https://brickset.com/sets/850432-1,https://images.brickset.com/sets/small/850432-1.jpg,https://images.brickset.com/sets/images/850432-1.jpg
9796,850437-1,Friends school starter pack,2012,Gear,Stationery,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850437-1,https://images.brickset.com/sets/small/850437-1.jpg,https://images.brickset.com/sets/images/850437-1.jpg
9797,850442-1,Lloyd ZX Key Chain,2012,Gear,Key Chains/Ninjago,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850442-1,https://images.brickset.com/sets/small/850442-1.jpg,https://images.brickset.com/sets/images/850442-1.jpg
9798,850443-1,Snake Key Chain,2012,Gear,Key Chains/Ninjago,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850443-1,https://images.brickset.com/sets/small/850443-1.jpg,https://images.brickset.com/sets/images/850443-1.jpg
9799,850445-1,Ninjago Character Card Shrine,2012,Ninjago,Promotional,Action/Adventure,Extended,88,1,6,14,https://brickset.com/sets/850445-1,https://images.brickset.com/sets/small/850445-1.jpg,https://images.brickset.com/sets/images/850445-1.jpg
9800,850446-1,Darth Maul,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850446-1,https://images.brickset.com/sets/small/850446-1.jpg,https://images.brickset.com/sets/images/850446-1.jpg
9801,850447-1,Snowtrooper,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850447-1,https://images.brickset.com/sets/small/850447-1.jpg,https://images.brickset.com/sets/images/850447-1.jpg
9802,850448-1,Luke Skywalker,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850448-1,https://images.brickset.com/sets/small/850448-1.jpg,https://images.brickset.com/sets/images/850448-1.jpg
9803,850449-1,Minifigure Accessory Pack,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,63,3,6,14,https://brickset.com/sets/850449-1,https://images.brickset.com/sets/small/850449-1.jpg,https://images.brickset.com/sets/images/850449-1.jpg
9804,850451-1,Lord Vampyre Key Chain,2012,Gear,Key Chains/Monster Fighters,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850451-1,https://images.brickset.com/sets/small/850451-1.jpg,https://images.brickset.com/sets/images/850451-1.jpg
9805,850452-1,Ghost Key Chain,2012,Gear,Key Chains/Monster Fighters,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850452-1,https://images.brickset.com/sets/small/850452-1.jpg,https://images.brickset.com/sets/images/850452-1.jpg
9806,850453-1,The Monster Key Chain,2012,Gear,Key Chains/Monster Fighters,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850453-1,https://images.brickset.com/sets/small/850453-1.jpg,https://images.brickset.com/sets/images/850453-1.jpg
9807,850455-1,Ninjago Sheath with Snake Sword ,2012,Gear,Role-play toys,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850455-1,https://images.brickset.com/sets/small/850455-1.jpg,https://images.brickset.com/sets/images/850455-1.jpg
9808,850456-1,I Brick LEGOLAND Key Chain (Male),2012,Gear,Key Chains/LEGOLAND,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850456-1,https://images.brickset.com/sets/small/850456-1.jpg,https://images.brickset.com/sets/images/850456-1.jpg
9809,850457-1,I Brick LEGOLAND Magnet (Male),2012,Gear,Magnets/LEGOLAND,Miscellaneous,Gear,64,1,6,16,https://brickset.com/sets/850457-1,https://images.brickset.com/sets/small/850457-1.jpg,https://images.brickset.com/sets/images/850457-1.jpg
9810,850458-1,VIP Top 5 Boxed Minifigures,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,37,5,5,2,https://brickset.com/sets/850458-1,https://images.brickset.com/sets/small/850458-1.jpg,https://images.brickset.com/sets/images/850458-1.jpg
9811,850486-1,Rock Band Minifigure Accessory Set,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,62,3,6,14,https://brickset.com/sets/850486-1,https://images.brickset.com/sets/small/850486-1.jpg,https://images.brickset.com/sets/images/850486-1.jpg
9812,850487-1,Halloween Accessory Set,2012,Collectable Minifigures,Combi-pack,Miscellaneous,Extended,58,3,6,14,https://brickset.com/sets/850487-1,https://images.brickset.com/sets/small/850487-1.jpg,https://images.brickset.com/sets/images/850487-1.jpg
9813,850491-1,Orlando Key Chain,2012,Gear,Key Chains/Locations,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850491-1,https://images.brickset.com/sets/small/850491-1.jpg,https://images.brickset.com/sets/images/850491-1.jpg
9814,850496-1,Anaheim Key Chain,2012,Gear,Key Chains/Locations,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850496-1,https://images.brickset.com/sets/small/850496-1.jpg,https://images.brickset.com/sets/images/850496-1.jpg
9815,850497-1,Statue of Liberty Minifigure Magnet,2012,Gear,Magnets/Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850497-1,https://images.brickset.com/sets/small/850497-1.jpg,https://images.brickset.com/sets/images/850497-1.jpg
9816,850501-1,I (love) Orlando figure magnet,2012,Gear,Magnets/Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850501-1,https://images.brickset.com/sets/small/850501-1.jpg,https://images.brickset.com/sets/images/850501-1.jpg
9817,850502-1,I (love) Anaheim Figure Magnet,2012,Gear,Magnets/Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850502-1,https://images.brickset.com/sets/small/850502-1.jpg,https://images.brickset.com/sets/images/850502-1.jpg
9818,850503-1,Holiday Bauble,2012,Seasonal,Christmas,Miscellaneous,Extended,3,4,6,4,https://brickset.com/sets/850503-1,https://images.brickset.com/sets/small/850503-1.jpg,https://images.brickset.com/sets/images/850503-1.jpg
9819,850506-1,Card Making Kit,2012,Gear,Stationery,Miscellaneous,Gear,64,14,6,24,https://brickset.com/sets/850506-1,https://images.brickset.com/sets/small/850506-1.jpg,https://images.brickset.com/sets/images/850506-1.jpg
9820,850507-1,Spider-Man Key Chain,2012,Gear,Key Chains/Super Heroes,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850507-1,https://images.brickset.com/sets/small/850507-1.jpg,https://images.brickset.com/sets/images/850507-1.jpg
9821,850508 -1,Marvel Super Heroes magnets,2012,Gear,Magnets/Super Heroes,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/850508 -1,Not Available,Not Available
9822,850510-1,Holiday Wrapping Paper,2012,Gear,Seasonal,Miscellaneous,Gear,64,14,6,3,https://brickset.com/sets/850510-1,https://images.brickset.com/sets/small/850510-1.jpg,https://images.brickset.com/sets/images/850510-1.jpg
9823,850514-1,Mordor Orc Key Chain,2012,Gear,Key Chains/Lord Of The Rings,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850514-1,https://images.brickset.com/sets/small/850514-1.jpg,https://images.brickset.com/sets/images/850514-1.jpg
9824,850515-1,Gandalf the Grey Key Chain,2012,Gear,Key Chains/Lord Of The Rings,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850515-1,https://images.brickset.com/sets/small/850515-1.jpg,https://images.brickset.com/sets/images/850515-1.jpg
9825,850516-1,Gimli Key Chain,2012,Gear,Key Chains/Lord Of The Rings,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850516-1,https://images.brickset.com/sets/small/850516-1.jpg,https://images.brickset.com/sets/images/850516-1.jpg
9826,850517-1,Lord of the Rings Magnet Set,2012,Gear,Magnets/Lord Of The Rings,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/850517-1,https://images.brickset.com/sets/small/850517-1.jpg,https://images.brickset.com/sets/images/850517-1.jpg
9827,850529-1,Loki Key Chain,2012,Gear,Key Chains/Marvel Super Heroes,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/850529-1,https://images.brickset.com/sets/small/850529-1.jpg,https://images.brickset.com/sets/images/850529-1.jpg
9828,850596-1,Heartlake City Playmat,2012,Gear,Playmats,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/850596-1,https://images.brickset.com/sets/small/850596-1.jpg,https://images.brickset.com/sets/images/850596-1.jpg
9829,853213-1,Drink Tumbler,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,7,https://brickset.com/sets/853213-1,https://images.brickset.com/sets/small/853213-1.jpg,https://images.brickset.com/sets/images/853213-1.jpg
9830,853308-1,Hawaii Key Chain,2012,Gear,Key Chains/Locations,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853308-1,https://images.brickset.com/sets/small/853308-1.jpg,https://images.brickset.com/sets/images/853308-1.jpg
9831,853373-1,LEGO Kingdoms Chess Set,2012,Gear,Board Games,Miscellaneous,Gear,64,28,6,49,https://brickset.com/sets/853373-1,https://images.brickset.com/sets/small/853373-1.jpg,https://images.brickset.com/sets/images/853373-1.jpg
9832,853375-1,Fire Fighter Key Chain,2012,Gear,Key Chains/City,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853375-1,https://images.brickset.com/sets/small/853375-1.jpg,https://images.brickset.com/sets/images/853375-1.jpg
9833,853378-1,LEGO City Accessory Pack,2012,City,Forest Fire,Modern day,Extended,43,4,5,14,https://brickset.com/sets/853378-1,https://images.brickset.com/sets/small/853378-1.jpg,https://images.brickset.com/sets/images/853378-1.jpg
9834,853379-1,Purple Brick Key Chain,2012,Gear,Key Chains/Brick,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853379-1,Not Available,Not Available
9835,853380-1,Turquoise Brick Key Chain,2012,Gear,Key Chains/Brick,Miscellaneous,Gear,64,14,6,5,https://brickset.com/sets/853380-1,Not Available,Not Available
9836,853389-1,Friends pen and notebook,2012,Gear,Stationery,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853389-1,https://images.brickset.com/sets/small/853389-1.jpg,https://images.brickset.com/sets/images/853389-1.jpg
9837,853393-1,LEGO Friends Picture Frame,2012,Miscellaneous,Photo frames,Miscellaneous,Extended,49,1,6,14,https://brickset.com/sets/853393-1,https://images.brickset.com/sets/small/853393-1.jpg,https://images.brickset.com/sets/images/853393-1.jpg
9838,853394-1,Friends jewellery box,2012,Gear,Storage,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853394-1,https://images.brickset.com/sets/small/853394-1.jpg,https://images.brickset.com/sets/images/853394-1.jpg
9839,853395-1,Friends Tumbler,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853395-1,https://images.brickset.com/sets/small/853395-1.jpg,https://images.brickset.com/sets/images/853395-1.jpg
9840,853396-1,Friends handbag,2012,Gear,Bags,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853396-1,https://images.brickset.com/sets/small/853396-1.jpg,https://images.brickset.com/sets/images/853396-1.jpg
9841,853400-1,Friends mug,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853400-1,https://images.brickset.com/sets/small/853400-1.jpg,https://images.brickset.com/sets/images/853400-1.jpg
9842,853401-1,Ninja Kai Chain,2012,Gear,Key Chains/Ninjago,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853401-1,https://images.brickset.com/sets/small/853401-1.jpg,https://images.brickset.com/sets/images/853401-1.jpg
9843,853402-1,Ninja Cole Key Chain,2012,Gear,Key Chains/Ninjago,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853402-1,https://images.brickset.com/sets/small/853402-1.jpg,https://images.brickset.com/sets/images/853402-1.jpg
9844,853403-1,Ninjago Hypnobrai Key Chain,2012,Gear,Key Chains/Ninjago,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853403-1,https://images.brickset.com/sets/small/853403-1.jpg,https://images.brickset.com/sets/images/853403-1.jpg
9845,853404-1,Ninjago Magnet Set,2012,Gear,Magnets/Ninjago,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/853404-1,https://images.brickset.com/sets/small/853404-1.jpg,https://images.brickset.com/sets/images/853404-1.jpg
9846,853409-1,Ninjago Spinner Storage Box,2012,Gear,Storage,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853409-1,https://images.brickset.com/sets/small/853409-1.jpg,https://images.brickset.com/sets/images/853409-1.jpg
9847,853410-1,Spinjitzu Card Collection Holder,2012,Gear,Miscellaneous,Miscellaneous,Gear,64,14,6,12,https://brickset.com/sets/853410-1,https://images.brickset.com/sets/small/853410-1.jpg,https://images.brickset.com/sets/images/853410-1.jpg
9848,853412-1,Anakin Skywalker,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853412-1,https://images.brickset.com/sets/small/853412-1.jpg,https://images.brickset.com/sets/images/853412-1.jpg
9849,853413-1,Watto,2012,Gear,Key Chains/Star Wars,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853413-1,https://images.brickset.com/sets/small/853413-1.jpg,https://images.brickset.com/sets/images/853413-1.jpg
9850,853414-1,Magnets,2012,Gear,Magnets/Star Wars,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/853414-1,https://images.brickset.com/sets/small/853414-1.jpg,https://images.brickset.com/sets/images/853414-1.jpg
9851,853419-1,Magnets,2012,Gear,Magnets/Star Wars,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/853419-1,https://images.brickset.com/sets/small/853419-1.jpg,https://images.brickset.com/sets/images/853419-1.jpg
9852,853421-1,Magnets,2012,Gear,Magnets/Star Wars,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/853421-1,https://images.brickset.com/sets/small/853421-1.jpg,https://images.brickset.com/sets/images/853421-1.jpg
9853,853429-1,Batman Key Chain,2012,Gear,Key Chains/DC Comics Super Heroes,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853429-1,https://images.brickset.com/sets/small/853429-1.jpg,https://images.brickset.com/sets/images/853429-1.jpg
9854,853430-1,Superman Key Chain,2012,Gear,Key Chains/DC Comics Super Heroes,Miscellaneous,Gear,64,14,6,4,https://brickset.com/sets/853430-1,https://images.brickset.com/sets/small/853430-1.jpg,https://images.brickset.com/sets/images/853430-1.jpg
9855,853431-1,Super Heroes Magnet Set,2012,Gear,Magnets/Super Heroes,Miscellaneous,Gear,64,14,6,14,https://brickset.com/sets/853431-1,https://images.brickset.com/sets/small/853431-1.jpg,https://images.brickset.com/sets/images/853431-1.jpg
9856,853432-1,Super Heroes Magnet Set,2012,Gear,Magnets/Super Heroes,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/853432-1,https://images.brickset.com/sets/small/853432-1.jpg,https://images.brickset.com/sets/images/853432-1.jpg
9857,853433-1,Wonder Woman Key Chain,2012,Gear,Key Chains/Super Heroes,Miscellaneous,Gear,64,14,6,5,https://brickset.com/sets/853433-1,https://images.brickset.com/sets/small/853433-1.jpg,https://images.brickset.com/sets/images/853433-1.jpg
9858,2853832-1,LEGO Storage Stool,2012,Gear,Storage,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/2853832-1,https://images.brickset.com/sets/small/2853832-1.jpg,https://images.brickset.com/sets/images/2853832-1.jpg
9859,3300003-1,LEGO Brand Retail Store,2012,Promotional,LEGO brand store opening set,Miscellaneous,Normal,280,3,7,79,https://brickset.com/sets/3300003-1,https://images.brickset.com/sets/small/3300003-1.jpg,https://images.brickset.com/sets/images/3300003-1.jpg
9860,3300014-1,Christmas Set,2012,Seasonal,Christmas,Miscellaneous,Normal,109,4,7,4,https://brickset.com/sets/3300014-1,https://images.brickset.com/sets/small/3300014-1.jpg,https://images.brickset.com/sets/images/3300014-1.jpg
9861,4000004-1,Systematic Creativity Toolbox,2012,Miscellaneous,LEGO internal,Miscellaneous,Normal,47,1,8,14,https://brickset.com/sets/4000004-1,https://images.brickset.com/sets/small/4000004-1.jpg,https://images.brickset.com/sets/images/4000004-1.jpg
9862,4000005-1,Kornmarken Factory 2012,2012,Miscellaneous,LEGO internal,Miscellaneous,Normal,317,1,10,14,https://brickset.com/sets/4000005-1,https://images.brickset.com/sets/small/4000005-1.jpg,https://images.brickset.com/sets/images/4000005-1.jpg
9863,4000006-1,Production Kladno Campus,2012,Miscellaneous,LEGO internal,Miscellaneous,Normal,278,1,8,14,https://brickset.com/sets/4000006-1,https://images.brickset.com/sets/small/4000006-1.jpg,https://images.brickset.com/sets/images/4000006-1.jpg
9864,4000007-1,Ole Kirk's House,2012,Miscellaneous,Employee gift,Miscellaneous,Normal,910,1,10,14,https://brickset.com/sets/4000007-1,https://images.brickset.com/sets/small/4000007-1.jpg,https://images.brickset.com/sets/images/4000007-1.jpg
9865,4000012-1,Piper Airplane,2012,Miscellaneous,LEGO Inside Tour Exclusive,Miscellaneous,Normal,795,1,10,14,https://brickset.com/sets/4000012-1,https://images.brickset.com/sets/small/4000012-1.jpg,https://images.brickset.com/sets/images/4000012-1.jpg
9866,4648933-1,{HERO Factory Accessory Pack},2012,HERO Factory,Accessories,Constraction,Extended,6,2,6,12,https://brickset.com/sets/4648933-1,https://images.brickset.com/sets/small/4648933-1.jpg,https://images.brickset.com/sets/images/4648933-1.jpg
9867,4659591-1,Place mat,2012,Gear,Housewares,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/4659591-1,Not Available,Not Available
9868,4659597-1,Bracelets,2012,Friends,Promotional,Modern day,Extended,2,1,6,17,https://brickset.com/sets/4659597-1,https://images.brickset.com/sets/small/4659597-1.jpg,https://images.brickset.com/sets/images/4659597-1.jpg
9869,4659602-1,{Display Stand},2012,Friends,Promotional,Modern day,Extended,17,1,6,17,https://brickset.com/sets/4659602-1,https://images.brickset.com/sets/small/4659602-1.jpg,https://images.brickset.com/sets/images/4659602-1.jpg
9870,4659604-1,Friends notebook,2012,Gear,Stationery,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/4659604-1,https://images.brickset.com/sets/small/4659604-1.jpg,https://images.brickset.com/sets/images/4659604-1.jpg
9871,4659607-1,{HERO Factory Booster Pack},2012,HERO Factory,Accessories,Constraction,Extended,6,2,6,12,https://brickset.com/sets/4659607-1,https://images.brickset.com/sets/small/4659607-1.jpg,https://images.brickset.com/sets/images/4659607-1.jpg
9872,4659612-1,Spinner ring,2012,Ninjago,Promotional,Action/Adventure,Extended,1,1,6,9,https://brickset.com/sets/4659612-1,https://images.brickset.com/sets/small/4659612-1.jpg,https://images.brickset.com/sets/images/4659612-1.jpg
9873,4659640-1,Special Edition Card,2012,Ninjago,Promotional,Action/Adventure,Extended,1,1,6,9,https://brickset.com/sets/4659640-1,https://images.brickset.com/sets/small/4659640-1.jpg,https://images.brickset.com/sets/images/4659640-1.jpg
9874,5000022-1,The Hulk,2012,Marvel Super Heroes,The Avengers,Licensed,Extended,4,1,6,19,https://brickset.com/sets/5000022-1,https://images.brickset.com/sets/small/5000022-1.jpg,https://images.brickset.com/sets/images/5000022-1.jpg
9875,5000023-1,Exclusive Minifigure Pack,2012,Promotional,LEGO brand store opening set,Miscellaneous,Extended,12,3,6,79,https://brickset.com/sets/5000023-1,https://images.brickset.com/sets/small/5000023-1.jpg,https://images.brickset.com/sets/images/5000023-1.jpg
9876,5000030-1,Kendo Jay Booster Pack,2012,Ninjago,Booster pack,Action/Adventure,Extended,31,1,6,9,https://brickset.com/sets/5000030-1,https://images.brickset.com/sets/small/5000030-1.jpg,https://images.brickset.com/sets/images/5000030-1.jpg
9877,5000062-1,Darth Maul,2012,Star Wars,Minifig Pack,Licensed,Extended,7,1,6,42,https://brickset.com/sets/5000062-1,https://images.brickset.com/sets/small/5000062-1.jpg,https://images.brickset.com/sets/images/5000062-1.jpg
9878,5000063-1,TC-14,2012,Star Wars,Episode I,Licensed,Extended,3,1,7,42,https://brickset.com/sets/5000063-1,https://images.brickset.com/sets/small/5000063-1.jpg,https://images.brickset.com/sets/images/5000063-1.jpg
9879,5000146-1,FC Bayern Munich keyring 1,2012,Gear,Key Chains/Sports,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/5000146-1,https://images.brickset.com/sets/small/5000146-1.jpg,https://images.brickset.com/sets/images/5000146-1.jpg
9880,5000147-1,FC Bayern Munich keyring 2,2012,Gear,Key Chains/Sports,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/5000147-1,https://images.brickset.com/sets/small/5000147-1.jpg,https://images.brickset.com/sets/images/5000147-1.jpg
9881,5000194-1,{HERO Factory Weapon Pack},2012,HERO Factory,Accessories,Constraction,Extended,13,2,6,12,https://brickset.com/sets/5000194-1,https://images.brickset.com/sets/small/5000194-1.jpg,https://images.brickset.com/sets/images/5000194-1.jpg
9882,5000202-1,Elrond,2012,The Lord of the Rings,The Fellowship of the Ring,Licensed,Extended,6,1,8,39,https://brickset.com/sets/5000202-1,https://images.brickset.com/sets/small/5000202-1.jpg,https://images.brickset.com/sets/images/5000202-1.jpg
9883,5000245-1,Stephanie,2012,Friends,Promotional,Modern day,Extended,5,1,6,17,https://brickset.com/sets/5000245-1,https://images.brickset.com/sets/small/5000245-1.jpg,https://images.brickset.com/sets/images/5000245-1.jpg
9884,5000248-1,3-Drawer Storage Unit,2012,Gear,Storage,Miscellaneous,Gear,64,14,6,39,https://brickset.com/sets/5000248-1,https://images.brickset.com/sets/small/5000248-1.jpg,https://images.brickset.com/sets/images/5000248-1.jpg
9885,5000249-1,Boba Fett Minifigure Clock,2012,Gear,Watches/Clocks,Miscellaneous,Gear,64,14,6,29,https://brickset.com/sets/5000249-1,https://images.brickset.com/sets/small/5000249-1.jpg,https://images.brickset.com/sets/images/5000249-1.jpg
9886,5000252-1,Ninjago Kendo Cole Kids' Watch,2012,Gear,Watches/Clocks,Miscellaneous,Gear,64,14,6,24,https://brickset.com/sets/5000252-1,https://images.brickset.com/sets/small/5000252-1.jpg,https://images.brickset.com/sets/images/5000252-1.jpg
9887,5000253-1,Ninjago Kai ZX Kids' Watch,2012,Gear,Watches/Clocks,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/5000253-1,https://images.brickset.com/sets/small/5000253-1.jpg,https://images.brickset.com/sets/images/5000253-1.jpg
9888,5000281-1,Chase McCain,2012,City,Police,Modern day,Extended,4,1,6,32,https://brickset.com/sets/5000281-1,https://images.brickset.com/sets/small/5000281-1.jpg,https://images.brickset.com/sets/images/5000281-1.jpg
9889,5000437-1,Vintage Minifigure Collection Vol. 1 (TRU edition),2012,Promotional,Toys R Us,Miscellaneous,Extended,21,5,6,79,https://brickset.com/sets/5000437-1,https://images.brickset.com/sets/small/5000437-1.jpg,https://images.brickset.com/sets/images/5000437-1.jpg
9890,5000438-1,Vintage Minifigure Collection Vol. 2 (TRU edition),2012,Promotional,Toys R Us,Miscellaneous,Extended,22,5,6,79,https://brickset.com/sets/5000438-1,https://images.brickset.com/sets/small/5000438-1.jpg,https://images.brickset.com/sets/images/5000438-1.jpg
9891,5000439-1,Vintage Minifigure Collection Vol. 3 (TRU edition),2012,Promotional,Toys R Us,Miscellaneous,Extended,20,5,6,79,https://brickset.com/sets/5000439-1,https://images.brickset.com/sets/small/5000439-1.jpg,https://images.brickset.com/sets/images/5000439-1.jpg
9892,5000440-1,Vintage Minifigure Collection Vol. 4 (TRU edition),2012,Promotional,Toys R Us,Miscellaneous,Extended,25,5,6,79,https://brickset.com/sets/5000440-1,https://images.brickset.com/sets/small/5000440-1.jpg,https://images.brickset.com/sets/images/5000440-1.jpg
9893,5000441-1,Ninjago Surprise Bag,2012,Gear,Miscellaneous,Miscellaneous,Gear,64,14,6,16,https://brickset.com/sets/5000441-1,https://images.brickset.com/sets/small/5000441-1.jpg,https://images.brickset.com/sets/images/5000441-1.jpg
